20210430 13:00,4174600,4179000,4163800,4166600,5712218
20210430 14:00,4166650,4174800,4165000,4170600,8780821
20210430 15:00,4170650,4175700,4163400,4173000,32264286
20210503 09:00,4194100,4198400,4186200,4194800,6018569
20210503 10:00,4194800,4197400,4185900,4187900,9018055
20210503 11:00,4187590,4189600,4181450,4188000,7825539
20210503 12:00,4188000,4188000,4181800,4184800,4839020
20210503 13:00,4184800,4187100,4182600,4185700,10054263
20210503 14:00,4185700,4192600,4185700,4191100,6185323
20210503 15:00,4191200,4191300,4176650,4182000,18311071
20210504 09:00,4159900,4165950,4137500,4138700,11855841
20210504 10:00,4138800,4145800,4131600,4132700,16203358
20210504 11:00,4132800,4137400,4116700,4121220,15612650
20210504 12:00,4121200,4135100,4119900,4128000,7835982
20210504 13:00,4127700,4139700,4126000,4135100,7518376
20210504 14:00,4134900,4144000,4132000,4140710,7146253
20210504 15:00,4140900,4156600,4134900,4156200,24562396
20210505 09:00,4174300,4174400,4162550,4165750,6312400
20210505 10:00,4165900,4166700,4149400,4164000,10498598
20210505 11:00,4164000,4175700,4161500,4175550,5374504
20210505 12:00,4175600,4176300,4165800,4166400,5556804
20210505 13:00,4166500,4171290,4163400,4168800,4649805
20210505 14:00,4168800,4172200,4164400,4167300,5705165
20210505 15:00,4167000,4168200,4151500,4157500,15463950
20210506 09:00,4158000,4163100,4147700,4147900,7136995
20210506 10:00,4147400,4153500,4136800,4151300,10141153
20210506 11:00,4151400,4175800,4142450,4168950,10917054
20210506 12:00,4169000,4175700,4165900,4169450,5417447
20210506 13:00,4169400,4172300,4161900,4162300,5214146
20210506 14:00,4162310,4167700,4156600,4161700,8412303
20210506 15:00,4161700,4192100,4160200,4190700,20062007
20210507 09:00,4198500,4214700,4191600,4209000,9036998
20210507 10:00,4209800,4226600,4208800,4221800,11250892
20210507 11:00,4221700,4228150,4220500,4225300,5675380
20210507 12:00,4225400,4225600,4216500,4221050,6864036
20210507 13:00,4221100,4221500,4214500,4217000,4557934
20210507 14:00,4217000,4222900,4212300,4221480,5800117
20210507 15:00,4221500,4227900,4219700,4221200,16342264
20210510 09:00,4225500,4227300,4216700,4220850,5699146
20210510 10:00,4221200,4224300,4210300,4215900,10260893
20210510 11:00,4216000,4224800,4213400,4223650,6980041
20210510 12:00,4223700,4226500,4217700,4218100,4708608
20210510 13:00,4218100,4220050,4213800,4214400,4817021
20210510 14:00,4214400,4215100,4187600,4193590,15585818
20210510 15:00,4193550,4198000,4178100,4179400,25539895
20210511 09:00,4131200,4148900,4122600,4148800,15786800
20210511 10:00,4149000,4152700,4100600,4118300,24167373
20210511 11:00,4118200,4143550,4107700,4140000,13898307
20210511 12:00,4140300,4144500,4120500,4125300,8184823
20210511 13:00,4125200,4147200,4123550,4142300,9395853
20210511 14:00,4142300,4147800,4131400,4140910,10647835
20210511 15:00,4140900,4150300,4126600,4142100,25576586
20210512 09:00,4112300,4125800,4109500,4111300,10067044
20210512 10:00,4111200,4115000,4087400,4094300,17594663
20210512 11:00,4094200,4101400,4075700,4077800,11266923
20210512 12:00,4077400,4081700,4067200,4077880,13972199
20210512 13:00,4077500,4086000,4068650,4072800,13620156
20210512 14:00,4072700,4082500,4063210,4074700,12221741
20210512 15:00,4074400,4076000,4048000,4054100,42296198
20210513 09:00,4070200,4100700,4070200,4100200,11629673
20210513 10:00,4100500,4120100,4100500,4118200,15407603
20210513 11:00,4118400,4119200,4092200,4096700,12284606
20210513 12:00,4096700,4111300,4094800,4098500,8982665
20210513 13:00,4098500,4104400,4078400,4088000,13388461
20210513 14:00,4087800,4117000,4087600,4110500,11965839
20210513 15:00,4110500,4123400,4102100,4102800,25772933
20210514 09:00,4132300,4149000,4131800,4149000,7822318
20210514 10:00,4149000,4153600,4140900,4152850,14560392
20210514 11:00,4152800,4157500,4148400,4153900,7539378
20210514 12:00,4154200,4162700,4153400,4162400,4961178
20210514 13:00,4162400,4165200,4160700,4164200,4637772
20210514 14:00,4164300,4174900,4163100,4172200,7017244
20210514 15:00,4172200,4173750,4163000,4165800,25145161
20210517 09:00,4153900,4163800,4144800,4149400,8778052
20210517 10:00,4149100,4155800,4139500,4149000,11939059
20210517 11:00,4148700,4150800,4138200,4141700,8848244
20210517 12:00,4141400,4151200,4138400,4144700,5483877
20210517 13:00,4144300,4147200,4133600,4140250,5385703
20210517 14:00,4140300,4152200,4138700,4151700,5635141
20210517 15:00,4151800,4157000,4147700,4155200,13972290
20210518 09:00,4157900,4160600,4148500,4151100,7377396
20210518 10:00,4151000,4159800,4144700,4157100,8556902
20210518 11:00,4157100,4158100,4148700,4148900,4802775
20210518 12:00,4148900,4155200,4147550,4152700,3854522
20210518 13:00,4152700,4155800,4149600,4150000,3557916
20210518 14:00,4149900,4150900,4131100,4139900,8128868
20210518 15:00,4139900,4145850,4117700,4119400,17650453
20210519 09:00,4069300,4076400,4058400,4069500,12853314
20210519 10:00,4068900,4074100,4053400,4070500,18823080
20210519 11:00,4070300,4084300,4064500,4083300,11201111
20210519 12:00,4082500,4094000,4079650,4091600,7907562
20210519 13:00,4091400,4102400,4089300,4093700,6607852
20210519 14:00,4094200,4105500,4075900,4081800,16072023
20210519 15:00,4082200,4110500,4076000,4108600,23942162
20210520 09:00,4117700,4132600,4116700,4130700,8269498
20210520 10:00,4130800,4141800,4129700,4139650,11796287
20210520 11:00,4139800,4161400,4139800,4155600,8942131
20210520 12:00,4155700,4156000,4141100,4148200,8385864
20210520 13:00,4148300,4155450,4145700,4151200,4883049
20210520 14:00,4151300,4158500,4150900,4155900,5493177
20210520 15:00,4156000,4166200,4149200,4152800,23937452
20210521 09:00,4168300,4181900,4168300,4181900,9198040
20210521 10:00,4181800,4182000,4163400,4170600,12892068
20210521 11:00,4170800,4172700,4158500,4159500,5572780
20210521 12:00,4159300,4162200,4144500,4148900,7581704
20210521 13:00,4148800,4159300,4148100,4157200,4463047
20210521 14:00,4157300,4161900,4149600,4157400,7642142
20210521 15:00,4157400,4162500,4147000,4149400,21324374
